concept_id,source_type,source,source_name,field_name,raw_metadata,description
pampers_trans_detail_fact_variant_en,EVENT,pampers_trans_detail_fact,产品系列,variant_en,"{""desc"": ""产品系列"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品系列""的下的属性字段，名为variant_en。它的含义是""产品系列""。可选值为：2 in 1 Jasmine,2 in 1 Lavender,3D White,3MM Jasmine,3MM Milky,3MM TDC,4 in 1,Adult MOC,Adult OR Refill,Adv Expert,Affordable Mainline,Air Freshener,Alps,Anti-mite Lav,Antimite,B3 Essence,B3 Essence Reload,Base Line,Baymax,BERRY FLOWER,Blossom,Classic,Classic Fragrance,Clean & Hydration,Cleansing and oil control,Color,Color Perm,Cotton Soap,Cross Action-Pro Health,CW,CW-Color,CW-LEM,Detox Acne,Detox Foaming,Detox Kapa,Detox Liquid,Disinfectant,Eden,Eden Mini,Essential Oil Nourishing smooth,Expert,Fabric Fresheners,Flora Freya,Floss,Forest,Fortify Care,Freesia,Fresh Freya,Fusion Base,Fusion Proglide,Fusion Proshield,Ginseng Nourishing Repair,Gold Cotton,Green,Green Cotton,Hair & Body 2 in 1,Health Fresh,Health Moisture,Hyaluronic Acid,Hydrated Nourishment,Hydrating,Hydration,Hygeia,Ichiban,Ichiban Plus,Ichiban Sensitive,Ichiban Soft Kitten,Icy Oil,Intensive Cleansing,Itchy Pamering,Ivory Base,Ivory Cotton,Ivory Sensitive,Kids Anti-Sugar,Kids Handle,Kids QiaoHu,Kids QiaoHu Base,Kids QiaoHu MP,Kids Super Wing,Koa"
pampers_trans_detail_fact_product_form_en,EVENT,pampers_trans_detail_fact,产品类型,product_form_en,"{""desc"": ""产品类型"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品类型""的下的属性字段，名为product_form_en。它的含义是""产品类型""。可选值为：Accessory,Air Care,Bar,Beads,Blades,Body Lotion,Cleanser,Conditioner,Cotton Soap,Cream,Dry Wipes,Essence,Eye,FBW,Fem Pants,FHS,Floss,Foam Detergent,Foamy,LBW,LHS,LIQ,Liquid Soap,Mix,Moc,N/A,Pads,Pantiliner,Pants,Paste,POC,Pods,Pre-essence,PWD,Razor,Rinse,Sanitizer,Shampoo,Tampons,Taped,Toner,Treatment,UW Liq,Waterless,Wet Wipes,Wipes,X-Product-Form"
pampers_trans_detail_fact_diaper_size,EVENT,pampers_trans_detail_fact,Pampers产品尺寸,diaper_size,"{""desc"": ""Pampers产品尺寸"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""Pampers产品尺寸""的下的属性字段，名为diaper_size。它的含义是""Pampers产品尺寸""。可选值为：L,L Plus,M,Mix,NB,S,XL,XXL,XXXL,XXXXL"
pampers_trans_detail_fact_product_retail_amount,EVENT,pampers_trans_detail_fact,产品下单金额,product_retail_amount,"{""desc"": ""产品下单金额"", ""type"": ""Double""}","这是一个来源为EVENT，名为""产品下单金额""的下的属性字段，名为product_retail_amount。它的含义是""产品下单金额""。可选值为：无"
pampers_trans_detail_fact_product_real_amount,EVENT,pampers_trans_detail_fact,产品实付金额,product_real_amount,"{""desc"": ""产品实付金额"", ""type"": ""Double""}","这是一个来源为EVENT，名为""产品实付金额""的下的属性字段，名为product_real_amount。它的含义是""产品实付金额""。可选值为：无"
pampers_trans_detail_fact_fiscal_year,EVENT,pampers_trans_detail_fact,财年,fiscal_year,"{""desc"": ""财年"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""财年""的下的属性字段，名为fiscal_year。它的含义是""财年""。可选值为：FY1415,FY1516,FY1617,FY1819,FY1920,FY2021,FY2122,FY2223,FY2324,FY2425,FY2526"
pampers_trans_detail_fact_is_full_refund,EVENT,pampers_trans_detail_fact,产品是否全退,is_full_refund,"{""desc"": ""产品是否全退"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品是否全退""的下的属性字段，名为is_full_refund。它的含义是""产品是否全退""。可选值为：否,是"
pampers_trans_detail_fact_key_sku_desc,EVENT,pampers_trans_detail_fact,产品系列喜好,key_sku_desc,"{""desc"": ""产品系列喜好"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品系列喜好""的下的属性字段，名为key_sku_desc。它的含义是""产品系列喜好""。可选值为：N/A,Others,Pro-X,Red,Tone"
pampers_trans_detail_fact_demand_plan_level_3_name_en,EVENT,pampers_trans_detail_fact,明星产品类型,demand_plan_level_3_name_en,"{""desc"": ""明星产品类型"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""明星产品类型""的下的属性字段，名为demand_plan_level_3_name_en。它的含义是""明星产品类型""。可选值为：Affordable Mainline Taped,BAR,Baymax Pants,Baymax Taped,BEADS,Botox LWB,Crest 3D White,Crest Brilliance,Crest Expert,Crest Kids Paste,Crest MOC,Crest Rinse,Crest Value,Crest Whitelock,Eden,Eden Mini/Liner,Febreze,Fusion,Gold Cotton,Green,Growth Work,H&S Base Line,H&S CAD,H&S KSM Scalp Care,H&S Nilsil,H&S Perfume,HR Fuji,Ichiban Pants,Ichiban Plus Taped,Ichiban Sensitive Pants,Ichiban Sensitive Taped,Ichiban Soft Kitten Taped,Ichiban Taped,Ivory Base,Ivory Cotton,Ivory Sensitive,Koala base,Labs Aurora,LIQ,Luxury Taped,Mach 3,Mainline Pants,Mainline Taped,Masstige Pants,Masstige Taped,MHR Consumable,N/A,Olay Aladin,Olay Alps,Olay Glamour 1,Olay Glamour 2,Olay I others,Olay II,Olay Macaron,Olay Marseille,Olay Reload,Oral-B Floss,Oral-B Handle,Oral-B MOC,Oral-B Paste,Oral-B Refill,Oral-B Rinse,OVN Base,OVN Pants,OVN Taped,Pants,Pants SP,Peach,Petal soft skin foam detergent,Pink Mini/Liner,Pink Slim,Pink SP,Pink SP Mini/Liner,Pink Teens,Pink Ultra,PNT 3MM,PNT Base Line,Premium Pants,Premium Taped,Prestige OVN Pant"
pampers_trans_detail_fact_refund_qty,EVENT,pampers_trans_detail_fact,退货数量,refund_qty,"{""desc"": ""退货数量"", ""type"": ""Int""}","这是一个来源为EVENT，名为""退货数量""的下的属性字段，名为refund_qty。它的含义是""退货数量""。可选值为：无"
pampers_trans_detail_fact_product_actual_qty,EVENT,pampers_trans_detail_fact,刨除退单后商品数量,product_actual_qty,"{""desc"": ""刨除退单后商品数量"", ""type"": ""Int""}","这是一个来源为EVENT，名为""刨除退单后商品数量""的下的属性字段，名为product_actual_qty。它的含义是""刨除退单后商品数量""。可选值为：无"
pampers_trans_detail_fact_product_refund_amount,EVENT,pampers_trans_detail_fact,退单金额,product_refund_amount,"{""desc"": ""退单金额"", ""type"": ""Double""}","这是一个来源为EVENT，名为""退单金额""的下的属性字段，名为product_refund_amount。它的含义是""退单金额""。可选值为：无"
pampers_trans_detail_fact_product_actual_payment,EVENT,pampers_trans_detail_fact,产品退后实付金额,product_actual_payment,"{""desc"": ""产品退后实付金额"", ""type"": ""Double""}","这是一个来源为EVENT，名为""产品退后实付金额""的下的属性字段，名为product_actual_payment。它的含义是""产品退后实付金额""。可选值为：无"
pampers_trans_detail_fact_variant_en_all,EVENT,pampers_trans_detail_fact,产品系列（全）,variant_en_all,"{""desc"": ""产品系列（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品系列（全）""的下的属性字段，名为variant_en_all。它的含义是""产品系列（全）""。可选值为：2 in 1 Jasmine,2 in 1 Lavender,3D White,3MM Jasmine,3MM Milky,3MM TDC,4 in 1,Adult MOC,Adult OR Refill,Adv Expert,Affordable Mainline,Air Freshener,Alps,Anti-mite Lav,Antimite,B3 Essence,B3 Essence Reload,Base Line,Baymax,BERRY FLOWER,Blossom,Classic,Classic Fragrance,Clean & Hydration,Cleansing and oil control,Color,Color Perm,Cotton Soap,Cross Action-Pro Health,CW,CW-Color,CW-LEM,Detox Acne,Detox Foaming,Detox Kapa,Detox Liquid,Disinfectant,Eden,Eden Mini,Essential Oil Nourishing smooth,Expert,Fabric Fresheners,Flora Freya,Floss,Forest,Fortify Care,Freesia,Fresh Freya,Fusion Base,Fusion Proglide,Fusion Proshield,Ginseng Nourishing Repair,Gold Cotton,Green,Green Cotton,Hair & Body 2 in 1,Health Fresh,Health Moisture,Hyaluronic Acid,Hydrated Nourishment,Hydrating,Hydration,Hygeia,Ichiban,Ichiban Plus,Ichiban Sensitive,Ichiban Soft Kitten,Icy Oil,Intensive Cleansing,Itchy Pamering,Ivory Base,Ivory Cotton,Ivory Sensitive,Kids Anti-Sugar,Kids Handle,Kids QiaoHu,Kids QiaoHu Base,Kids QiaoHu MP,Kids Super Wing,Koa"
pampers_trans_detail_fact_demand_plan_level_3_name_en_all,EVENT,pampers_trans_detail_fact,明星产品类型（全）,demand_plan_level_3_name_en_all,"{""desc"": ""明星产品类型（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""明星产品类型（全）""的下的属性字段，名为demand_plan_level_3_name_en_all。它的含义是""明星产品类型（全）""。可选值为：Affordable Mainline Taped,BAR,Baymax Pants,Baymax Taped,BEADS,Botox LWB,Crest 3D White,Crest Brilliance,Crest Expert,Crest Kids Paste,Crest MOC,Crest Rinse,Crest Value,Crest Whitelock,Eden,Eden Mini/Liner,Febreze,Fusion,Gold Cotton,Green,Growth Work,H&S Base Line,H&S CAD,H&S KSM Scalp Care,H&S Nilsil,H&S Perfume,HR Fuji,Ichiban Pants,Ichiban Plus Taped,Ichiban Sensitive Pants,Ichiban Sensitive Taped,Ichiban Soft Kitten Taped,Ichiban Taped,Ivory Base,Ivory Cotton,Ivory Sensitive,Koala base,Labs Aurora,LIQ,Luxury Taped,Mach 3,Mainline Pants,Mainline Taped,Masstige Pants,Masstige Taped,MHR Consumable,N/A,Olay Aladin,Olay Alps,Olay Glamour 1,Olay Glamour 2,Olay I others,Olay II,Olay Macaron,Olay Marseille,Olay Reload,Oral-B Floss,Oral-B Handle,Oral-B MOC,Oral-B Paste,Oral-B Refill,Oral-B Rinse,OVN Base,OVN Pants,OVN Taped,Pants,Pants SP,Peach,Petal soft skin foam detergent,Pink Mini/Liner,Pink Slim,Pink SP,Pink SP Mini/Liner,Pink Teens,Pink Ultra,PNT 3MM,PNT Base Line,Premium Pants,Premium Taped,Prestige OVN Pant"
pampers_trans_detail_fact_key_sku_desc_all,EVENT,pampers_trans_detail_fact,产品系列喜好（全）,key_sku_desc_all,"{""desc"": ""产品系列喜好（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品系列喜好（全）""的下的属性字段，名为key_sku_desc_all。它的含义是""产品系列喜好（全）""。可选值为：N/A,Others,Pro-X,Red,Tone"
pampers_trans_detail_fact_product_form_en_all,EVENT,pampers_trans_detail_fact,产品类型（全）,product_form_en_all,"{""desc"": ""产品类型（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品类型（全）""的下的属性字段，名为product_form_en_all。它的含义是""产品类型（全）""。可选值为：Accessory,Air Care,Bar,Beads,Blades,Body Lotion,Cleanser,Conditioner,Cotton Soap,Cream,Dry Wipes,Essence,Eye,FBW,Fem Pants,FHS,Floss,Foam Detergent,Foamy,LBW,LHS,LIQ,Liquid Soap,Mix,Moc,N/A,Pads,Pantiliner,Pants,Paste,POC,Pods,Pre-essence,PWD,Razor,Rinse,Sanitizer,Shampoo,Tampons,Taped,Toner,Treatment,UW Liq,Waterless,Wet Wipes,Wipes,X-Product-Form"
pampers_trans_detail_fact_category_cn_all,EVENT,pampers_trans_detail_fact,所属品类（全）,category_cn_all,"{""desc"": ""所属品类（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""所属品类（全）""的下的属性字段，名为category_cn_all。它的含义是""所属品类（全）""。可选值为：个人清洁,剃须护理,口腔护理,妇女卫生,婴儿护理,家居护理,小家电,护肤品类,洗发护发,织物护理"
pampers_trans_detail_fact_category_2_cn_all,EVENT,pampers_trans_detail_fact,所属二级品类（全）,category_2_cn_all,"{""desc"": ""所属二级品类（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""所属二级品类（全）""的下的属性字段，名为category_2_cn_all。它的含义是""所属二级品类（全）""。可选值为：无"
pampers_trans_detail_fact_transaction_datetime,EVENT,pampers_trans_detail_fact,交易时间,transaction_datetime,"{""desc"": ""交易时间"", ""type"": ""Date""}","这是一个来源为EVENT，名为""交易时间""的下的属性字段，名为transaction_datetime。它的含义是""交易时间""。可选值为：无"
pampers_trans_detail_fact_s_member_id,EVENT,pampers_trans_detail_fact,会员唯一ID,s_member_id,"{""desc"": ""会员唯一ID"", ""type"": ""String""}","这是一个来源为EVENT，名为""会员唯一ID""的下的属性字段，名为s_member_id。它的含义是""会员唯一ID""。可选值为：无"
pampers_trans_detail_fact_size_segment,EVENT,pampers_trans_detail_fact,size_segment,size_segment,"{""desc"": ""size_segment"", ""type"": ""String""}","这是一个来源为EVENT，名为""size_segment""的下的属性字段，名为size_segment。它的含义是""size_segment""。可选值为：无"
pampers_trans_detail_fact_is_delete,EVENT,pampers_trans_detail_fact,是否删单,is_delete,"{""desc"": ""是否删单"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""是否删单""的下的属性字段，名为is_delete。它的含义是""是否删单""。可选值为：删除,正常"
